10,100,1000,10000,20000
0.0,0.0001,0.0083,0.9086,3.7466
0.0,0.0001,0.0115,0.9502,3.752
0.0,0.0001,0.0107,0.9579,3.805
0.0,0.0001,0.0087,0.9214,3.6993
0.0,0.0001,0.0082,0.9139,4.8763
0.0,0.0001,0.0082,0.9079,3.6862
0.0,0.0001,0.0097,0.9103,3.6749
0.0,0.0001,0.009,0.9281,3.7321
0.0,0.0001,0.0089,0.9393,3.7574
0.0,0.0001,0.009,0.9344,3.7278
0.0,0.0001,0.0088,0.9396,3.6683
0.0,0.0001,0.0081,2.1452,3.645
0.0,0.0001,0.0078,0.9269,3.6571
0.0,0.0001,0.0082,0.9377,4.9137
0.0,0.0001,0.0082,0.9278,3.6833
0.0,0.0001,0.0083,0.9141,3.6785
0.0,0.0001,0.0092,0.9724,3.8186
0.0,0.0001,0.0081,0.9494,3.7759
0.0,0.0001,0.0101,0.9588,3.8481
0.0,0.0001,0.0084,0.916,3.6519
0.0,0.0001,0.0086,0.917,5.0431
0.0,0.0001,0.0083,0.9063,3.6727
0.0,0.0001,0.0097,0.9021,3.665
0.0,0.0001,0.0086,0.9182,3.6852
0.0,0.0001,0.0104,0.9156,3.7355
0.0,0.0001,0.0084,0.9181,3.642
0.0,0.0001,0.0089,0.9121,3.6858
0.0,0.0001,0.0091,0.9626,3.8616
0.0,0.0001,0.0093,0.9102,3.5069
0.0,0.0001,0.0081,0.913,5.0103
0.0,0.0001,0.0081,0.9073,3.5984
0.0,0.0001,0.0081,0.9396,3.7149
0.0,0.0001,0.0093,0.9289,3.5938
0.0,0.0001,0.0079,0.8879,3.6085
0.0,0.0001,0.0096,0.9541,3.7088
0.0,0.0001,0.0084,0.8953,3.588
0.0,0.0001,0.0089,0.9027,5.1929
0.0,0.0001,0.0082,0.8998,3.5927
0.0,0.0001,0.008,0.9063,3.6403
0.0,0.0001,0.0079,0.8759,3.5182
0.0,0.0001,0.0076,0.92,3.63
0.0,0.0001,0.0083,0.9187,3.7324
0.0,0.0001,0.009,0.9299,3.7422
0.0,0.0001,0.0091,2.3387,3.8988
0.0,0.0001,0.0088,0.9531,3.6049
0.0,0.0001,0.0082,0.9311,4.9736
0.0,0.0001,0.008,0.8951,3.6038
0.0,0.0001,0.0091,0.9065,3.7463
0.0,0.0001,0.0095,0.9212,3.7241
0.0,0.0001,0.0093,0.9691,3.6824
0.0,0.0001,0.0092,0.9247,3.7178
0.0,0.0001,0.009,0.9611,3.7619
0.0,0.0001,0.0094,0.9524,5.0675
0.0,0.0001,0.0086,0.8851,3.5146
0.0,0.0001,0.0083,0.8985,3.6181
0.0,0.0001,0.0093,0.8938,3.5871
0.0,0.0001,0.0085,0.8933,3.5863
0.0,0.0001,0.0081,0.938,3.7156
0.0,0.0001,0.0096,0.9322,3.6978
0.0,0.0002,0.0086,2.2309,3.597
0.0,0.0001,0.0082,0.9086,3.6294
0.0,0.0001,0.0099,0.8995,4.9914
0.0,0.0001,0.0094,0.922,3.6616
0.0,0.0001,0.0087,0.9171,3.6461
0.0,0.0001,0.0087,0.9292,3.7553
0.0,0.0001,0.0085,0.9307,3.7117
0.0,0.0001,0.009,0.9231,3.7038
0.0,0.0001,0.0098,0.905,3.6968
0.0,0.0001,0.0084,0.9135,5.0017
0.0,0.0001,0.0093,0.9751,3.8659
0.0,0.0001,0.0099,0.9551,3.8216
0.0,0.0001,0.0101,0.9525,3.8255
0.0,0.0001,0.0092,0.9597,3.8343
0.0,0.0001,0.0093,0.9375,3.6706
0.0,0.0001,0.0095,0.9135,3.6722
0.0,0.0001,0.0087,0.9146,3.66
0.0,0.0001,0.0091,0.9072,3.6601
0.0,0.0001,0.0101,0.8986,4.9996
0.0,0.0001,0.0094,0.9217,3.6214
0.0,0.0001,0.0085,0.9088,3.6076
0.0,0.0001,0.0097,0.9267,3.6919
0.0,0.0001,0.0093,0.893,3.6067
0.0,0.0001,0.0084,0.8967,3.6098
0.0,0.0001,0.0087,0.9066,3.5874
0.0,0.0001,0.0078,0.9067,5.1854
0.0,0.0001,0.0088,0.9133,3.6932
0.0,0.0001,0.0079,0.9007,3.6127
0.0,0.0001,0.0089,0.9156,3.6002
0.0,0.0001,0.0101,0.904,3.631
0.0,0.0001,0.0106,0.9125,3.6255
0.0,0.0001,0.0083,0.883,3.5912
0.0,0.0001,0.0098,2.2467,3.6907
0.0,0.0001,0.0094,0.9217,3.6545
0.0,0.0001,0.0078,0.9194,4.9947
0.0,0.0001,0.0091,0.935,3.6471
0.0,0.0001,0.0092,0.9472,4.1018
0.0,0.0001,0.0099,0.9777,3.896
0.0,0.0001,0.0091,0.9096,3.8366
0.0,0.0001,0.0085,0.9712,3.7622
0.0,0.0001,0.0089,0.9643,3.8836
