0.0,0.0,0.0002,0.0035,0.0083,0.0502
0.0,0.0,0.0002,0.0037,0.0082,0.051
0.0,0.0,0.0002,0.0035,0.0092,0.0652
0.0,0.0,0.0003,0.0038,0.0086,0.0497
0.0,0.0,0.0003,0.0037,0.0093,0.049
0.0,0.0,0.0002,0.0046,0.0085,0.0545
0.0,0.0,0.0002,0.0038,0.0079,0.0494
0.0,0.0,0.0002,0.0037,0.0087,0.0507
0.0,0.0,0.0002,0.0042,0.0084,0.0489
0.0,0.0,0.0003,0.0056,0.0089,0.0579
0.0,0.0,0.0002,0.0037,0.0084,0.049
0.0,0.0,0.0002,0.0037,0.0075,0.0481
0.0,0.0,0.0002,0.0043,0.0116,0.0498
0.0,0.0,0.0002,0.0033,0.0083,0.0498
0.0,0.0,0.0002,0.0035,0.0075,0.0554
0.0,0.0,0.0002,0.0035,0.0082,0.0485
0.0,0.0,0.0002,0.0036,0.0083,0.0481
0.0,0.0,0.0002,0.0036,0.0079,0.0507
0.0,0.0,0.0002,0.0036,0.0085,0.0488
0.0,0.0,0.0002,0.0035,0.008,0.0493
0.0,0.0,0.0003,0.0037,0.0085,0.0501
0.0,0.0,0.0002,0.0036,0.0087,0.0575
0.0,0.0,0.0002,0.0036,0.0081,0.0482
0.0,0.0,0.0005,0.0081,0.0078,0.0494
0.0,0.0,0.0002,0.0036,0.0082,0.0468
0.0,0.0,0.0003,0.0036,0.0077,0.0485
0.0,0.0,0.0002,0.0036,0.0086,0.0476
0.0,0.0,0.0002,0.0037,0.0084,0.0471
0.0,0.0,0.0002,0.0038,0.0089,0.0492
0.0,0.0,0.0002,0.0041,0.0085,0.0507
0.0,0.0,0.0003,0.0039,0.0085,0.0507
0.0,0.0,0.0002,0.0036,0.0082,0.048
0.0,0.0,0.0002,0.0036,0.0081,0.0537
0.0,0.0,0.0003,0.0036,0.0084,0.0492
0.0,0.0,0.0002,0.0035,0.0081,0.0479
0.0,0.0,0.0003,0.0039,0.0091,0.0501
0.0,0.0,0.0003,0.0036,0.0082,0.0472
0.0,0.0,0.0003,0.0035,0.0083,0.0512
0.0,0.0,0.0003,0.0036,0.0111,0.0729
0.0,0.0,0.0002,0.0073,0.0092,0.0493
0.0,0.0,0.0003,0.0038,0.0086,0.0487
0.0,0.0,0.0002,0.0037,0.0084,0.0473
0.0,0.0,0.0002,0.0035,0.0104,0.0492
0.0,0.0,0.0004,0.0058,0.0074,0.0595
0.0,0.0,0.0004,0.0069,0.011,0.0578
0.0,0.0,0.0002,0.0037,0.0083,0.0654
0.0,0.0,0.0003,0.0038,0.0084,0.0498
0.0,0.0,0.0003,0.0039,0.0081,0.0773
0.0,0.0,0.0002,0.0037,0.0087,0.0481
0.0,0.0,0.0002,0.0034,0.0078,0.0488
0.0,0.0,0.0006,0.008,0.0173,0.0976
0.0,0.0,0.0003,0.0063,0.0133,0.0654
0.0,0.0,0.0003,0.0042,0.0082,0.0657
0.0,0.0,0.0002,0.0036,0.0135,0.0581
0.0,0.0,0.0005,0.0076,0.0086,0.0462
0.0,0.0,0.0005,0.0082,0.0222,0.0943
0.0,0.0,0.0002,0.0036,0.0079,0.0582
0.0,0.0,0.0003,0.0038,0.0086,0.0484
0.0,0.0,0.0003,0.0039,0.0085,0.0582
0.0,0.0,0.0002,0.0038,0.0084,0.0965
0.0,0.0,0.0003,0.0042,0.0133,0.0618
0.0,0.0,0.0005,0.0038,0.0101,0.0543
0.0,0.0,0.0002,0.0051,0.0131,0.0808
0.0,0.0,0.0002,0.0035,0.0121,0.0816
0.0,0.0,0.0002,0.0037,0.0096,0.0531
0.0,0.0,0.0002,0.0041,0.0092,0.0519
0.0,0.0,0.0007,0.0035,0.0131,0.0744
0.0,0.0,0.0004,0.0048,0.0131,0.0546
0.0,0.0,0.0003,0.0038,0.0085,0.0476
0.0,0.0001,0.0002,0.0036,0.0076,0.0466
0.0,0.0,0.0002,0.0036,0.0084,0.0484
0.0,0.0,0.0002,0.0036,0.0083,0.051
0.0,0.0,0.0002,0.0038,0.0085,0.0529
0.0,0.0,0.0005,0.0045,0.0095,0.056
0.0,0.0,0.0002,0.0036,0.0082,0.052
0.0,0.0,0.0003,0.0041,0.0083,0.0525
0.0,0.0,0.0006,0.006,0.0162,0.0616
0.0,0.0,0.0002,0.0042,0.0091,0.0548
0.0,0.0,0.0002,0.0036,0.0085,0.0492
0.0,0.0,0.0003,0.0038,0.0092,0.0519
0.0,0.0,0.0003,0.0039,0.0115,0.0613
0.0,0.0,0.0002,0.0034,0.0081,0.0575
0.0,0.0,0.0006,0.0079,0.015,0.0833
0.0,0.0,0.0002,0.0035,0.0089,0.053
0.0,0.0,0.0002,0.0162,0.0152,0.0599
0.0,0.0,0.0002,0.0061,0.0083,0.0612
0.0,0.0,0.0002,0.0045,0.0121,0.0587
0.0,0.0,0.0002,0.0034,0.008,0.0483
0.0,0.0,0.0003,0.0039,0.0099,0.0591
0.0,0.0,0.0003,0.0043,0.0099,0.0556
0.0,0.0,0.0002,0.0037,0.0086,0.0634
0.0,0.0,0.0003,0.0038,0.0078,0.054
0.0,0.0,0.0003,0.0041,0.0094,0.0503
0.0,0.0,0.0003,0.0034,0.0089,0.0524
0.0,0.0,0.0003,0.0044,0.0096,0.0506
0.0,0.0,0.0002,0.0034,0.0088,0.0504
0.0,0.0,0.0003,0.004,0.0092,0.057
0.0,0.0,0.0003,0.0039,0.0091,0.0485
0.0,0.0,0.0002,0.0037,0.0076,0.0463
0.0,0.0,0.0003,0.0038,0.0085,0.0502
