0.0,0.0001,0.0013,0.0198,0.0448,0.2595,2.8643
0.0,0.0001,0.0013,0.0187,0.0414,0.2575,3.3208
0.0,0.0001,0.0015,0.0202,0.0436,0.2544,3.349
0.0,0.0001,0.0012,0.0195,0.0408,0.2611,3.7028
0.0,0.0001,0.0018,0.0197,0.0496,0.2757,3.523
0.0,0.0001,0.0015,0.0197,0.0495,0.274,3.5665
0.0,0.0001,0.0013,0.0178,0.0409,0.2501,3.2349
0.0,0.0001,0.0016,0.0194,0.0441,0.2361,3.1699
0.0,0.0001,0.0013,0.0195,0.0421,0.2544,3.2792
0.0,0.0001,0.0012,0.018,0.0417,0.2492,3.3467
0.0,0.0001,0.0016,0.0184,0.0389,0.2624,3.4096
0.0,0.0001,0.0013,0.0236,0.0476,0.2797,3.5106
0.0,0.0001,0.0013,0.019,0.0492,0.2716,3.5116
0.0,0.0001,0.0014,0.0285,0.0449,0.2757,3.4343
0.0,0.0001,0.0013,0.0183,0.0399,0.259,3.2083
0.0,0.0001,0.0013,0.0213,0.0442,0.2717,3.4789
0.0,0.0001,0.0013,0.0192,0.0472,0.2741,3.506
0.0,0.0001,0.0018,0.0188,0.0416,0.2796,3.3605
0.0,0.0001,0.0016,0.0195,0.0433,0.2643,3.5304
0.0,0.0001,0.0015,0.0196,0.0395,0.2289,3.2882
0.0,0.0001,0.0013,0.0194,0.0475,0.2617,3.5372
0.0,0.0001,0.0017,0.0227,0.0504,0.2733,1.3624
0.0,0.0001,0.0017,0.0239,0.0525,0.2836,3.5771
0.0,0.0001,0.0013,0.0193,0.0459,0.2705,3.6667
0.0,0.0001,0.0013,0.0251,-2.607,0.3059,3.7004
0.0,0.0001,0.0014,0.0207,0.0492,0.2585,3.5912
0.0,0.0003,0.0017,0.0223,0.0486,0.2804,3.5762
0.0,0.0001,0.0013,0.0205,0.0541,0.2757,3.4828
0.0,0.0001,0.0012,0.028,0.0428,0.2721,3.4339
0.0,0.0001,0.0016,0.0193,0.0427,0.2888,3.5079
0.0,0.0001,0.0013,0.0212,0.0418,0.2799,3.4191
