0.0, 0.0001, 0.0009, 0.0122, 0.0278, 0.0941, 1.0125  
0.0, 0.0001, 0.0007, 0.0115, 0.0285, 0.0929, 1.0138  
0.0, 0.0002, 0.0008, 0.0118, 0.0280, 0.0935, 1.0131  
0.0, 0.0001, 0.0009, 0.0121, 0.0279, 0.0932, 1.0136  
0.0, 0.0001, 0.0008, 0.0120, 0.0282, 0.0934, 1.0133  
0.0, 0.0002, 0.0007, 0.0117, 0.0284, 0.0930, 1.0137  
0.0, 0.0001, 0.0009, 0.0123, 0.0281, 0.0938, 1.0129  
0.0, 0.0001, 0.0008, 0.0119, 0.0280, 0.0933, 1.0134  
0.0, 0.0002, 0.0007, 0.0116, 0.0283, 0.0931, 1.0135  
0.0, 0.0001, 0.0009, 0.0124, 0.0282, 0.0936, 1.0128  
